rank,title,ratings,rating_num,meta
156,海盗电台,8.6,150073,导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼.../2009 / 英国 德国 法国 / 剧情 喜剧 音乐
157,追随,9.0,62844,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy.../1998 / 英国 / 犯罪 悬疑 惊悚
158,可可西里,8.6,110131,导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L.../2004 / 中国大陆 香港 / 剧情
159,梦之安魂曲,8.7,90241,导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur.../2000 / 美国 / 剧情
160,战争之王,8.5,149479,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /.../2005 / 美国 法国 / 剧情 犯罪
161,哈利·波特与死亡圣器(下),8.6,231165,导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe.../2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险
162,罗生门,8.7,99168,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 .../1950 / 日本 / 犯罪 剧情 悬疑
163,迁徙的鸟,9.1,46535,导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:.../2001 / 法国 德国 意大利 西班牙 瑞士 / 纪录片
164,荒野生存,8.6,109093,导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·.../2007 / 美国 / 冒险 传记 剧情
165,7号房的礼物,8.6,130792,导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi.../2013 / 韩国 / 剧情 喜剧 家庭
166,一次别离,8.7,109745,导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 蕾拉·哈塔米 Leila Hatami /.../2011 / 伊朗 / 剧情 家庭
167,小森林 夏秋篇,8.9,86305,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir.../2014 / 日本 / 剧情
168,喜剧之王,8.3,240340,导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch.../1999 / 香港 / 喜剧 剧情 爱情
169,谍影重重,8.5,161226,导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦.../2002 / 美国 德国 捷克 / 动作 悬疑 冒险
170,谍影重重2,8.5,131625,导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / .../2004 / 美国 德国 / 动作 悬疑 冒险
171,燕尾蝶,8.6,95554,导演: 岩井俊二 Shunji Iwai   主演: 三上博史 / 恰拉 / 伊藤步/1996 / 日本 / 犯罪 剧情
172,绿里奇迹,8.7,88203,导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M.../1999 / 美国 / 犯罪 剧情 奇幻 悬疑
173,勇闯夺命岛,8.5,121745,导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉.../1996 / 美国 / 动作 冒险
174,花样年华,8.4,194805,导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma.../2000 / 香港 法国 / 剧情 爱情
175,地球上的星星,8.8,63586,导演: 阿米尔·汗 Aamir Khan / 阿莫尔·古普特 Amole Gupte   主演: 达席尔.../2007 / 印度 / 剧情 儿童 家庭
176,时空恋旅人,8.6,148434,导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl.../2013 / 英国 / 剧情 爱情 奇幻
177,卡萨布兰卡,8.6,104823,导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼.../1942 / 美国 / 剧情 爱情 战争
178,英国病人,8.4,155061,导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien.../1996 / 美国 英国 / 爱情 剧情 战争
179,叫我第一名,8.6,92252,导演: 彼得·维纳 Peter Werner   主演: 詹姆斯·沃克 James Wolk / 特里特·.../2008 / 美国 / 剧情 传记
180,阿飞正传,8.5,142328,导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C.../1990 / 香港 / 犯罪 剧情 爱情
181,唐伯虎点秋香,8.3,252622,导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈.../1993 / 香港 / 喜剧 爱情 古装
182,变脸,8.4,184965,导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯.../1997 / 美国 / 动作 科幻 犯罪
183,这个男人来自地球,8.5,143322,导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David .../2007 / 美国 / 剧情 科幻
184,穆赫兰道,8.4,192719,导演: 大卫·林奇 David Lynch   主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈.../2001 / 法国 美国 / 剧情 悬疑 惊悚
185,惊魂记,8.8,64871,导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles/1960 / 美国 / 悬疑 恐怖
186,魔女宅急便,8.4,158772,导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 / 佐久间玲 / 山口胜平/1989 / 日本 / 动画 奇幻 冒险
187,E.T. 外星人,8.5,128968,导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa.../1982 / 美国 / 剧情 科幻 奇幻 冒险
188,心迷宫,8.6,107059,导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang .../2014 / 中国大陆 / 剧情 犯罪 悬疑
189,蝙蝠侠：黑暗骑士崛起,8.5,252116,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ.../2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚
190,恐怖游轮,8.3,248348,导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa .../2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚
191,超能陆战队,8.6,302341,导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特.../2014 / 美国 / 喜剧 动作 科幻 动画 冒险
192,再次出发之纽约遇见你,8.5,125592,导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克.../2013 / 美国 / 喜剧 爱情 音乐
193,终结者2：审判日,8.5,118423,导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz.../1991 / 美国 法国 / 动作 科幻
194,发条橙,8.4,158592,导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael.../1971 / 英国 美国 / 犯罪 剧情 科幻
195,非常嫌疑犯,8.6,95647,导演: 布莱恩·辛格 Bryan Singer   主演: Kevin Spacey / Stephen Baldwin /.../1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚
196,曾经,8.3,177367,导演: 约翰·卡尼 John Carney   主演: 格伦·汉塞德 Glen Hansard / 玛可塔.../2006 / 爱尔兰 / 剧情 音乐 爱情
197,上帝也疯狂,8.6,81794,导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau/1980 / 博茨瓦纳 南非 / 喜剧
198,哪吒闹海,8.8,65112,导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 / 邱岳峰 .../1979 / 中国大陆 / 冒险 动画 奇幻
199,两小无猜,8.2,281882,导演: 杨·塞谬尔 Yann Samuell   主演: 吉约姆·卡内 Guillaume Canet / 玛.../2003 / 法国 比利时 / 喜剧 剧情 爱情
200,爱·回家,9.1,39343,导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-.../2002 / 韩国 / 剧情 儿童 家庭
201,东京物语,9.1,38139,导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节.../1953 / 日本 / 剧情 家庭
202,末路狂花,8.6,82666,导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏.../1991 / 美国 法国 / 犯罪 剧情 惊悚
203,源代码,8.3,352953,导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / .../2011 / 美国 加拿大 / 剧情 动作 科幻 犯罪 惊悚
204,忠犬八公物语,9.0,41674,导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa.../1987 / 日本 / 剧情
205,美国丽人,8.4,157424,导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史佩西 Kevin Spacey / 安妮特.../1999 / 美国 / 剧情 家庭
206,蓝色大门,8.2,240200,导演: 易智言 Chih-yen Yee   主演: 桂纶镁 Lunmei Kwai / 陈柏霖 Bo-lin Che.../2002 / 台湾 法国 / 剧情 爱情 同性
207,达拉斯买家俱乐部,8.6,133801,导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon.../2013 / 美国 / 剧情 传记 同性
208,被解救的姜戈,8.5,221769,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /.../2012 / 美国 / 剧情 动作 西部 冒险
209,黑客帝国3：矩阵革命,8.4,127718,导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F.../2003 / 美国 澳大利亚 / 动作 科幻
210,新龙门客栈,8.4,152704,导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte .../1992 / 香港 中国大陆 / 剧情 动作 武侠 古装
211,黄金三镖客,9.1,40107,导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef/1966 / 意大利 西班牙 西德 / 冒险 西部
212,初恋这件小事,8.3,390943,导演: Puttipong Promsaka Na Sakolnakorn / Wasin pokpong   主演: 马里奥·.../2010 / 泰国 / 喜剧 爱情
213,勇士,8.9,74464,导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·.../2011 / 美国 / 剧情 运动 家庭
214,蝴蝶,8.6,85088,导演: 菲利普·穆伊尔 Philippe Muyl   主演: 米歇尔·塞罗 Michel Serrault .../2002 / 法国 / 剧情 儿童 喜剧
215,牯岭街少年杀人事件,8.6,79298,导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张.../1991 / 台湾 / 剧情 犯罪
216,青蛇,8.3,179849,导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / .../1993 / 香港 / 剧情 奇幻 古装
217,巴黎淘气帮,8.6,94362,导演: Laurent Tirard   主演: 马克西姆·戈达尔 Maxime Godart / 瓦莱丽·勒.../2009 / 法国 比利时 / 儿童 喜剧 家庭
218,爱在暹罗,8.3,198084,导演: Chukiat Sakveerakul   主演: Witwisit Hiranyawongkul / Mario Maurer.../2007 / 泰国 / 剧情 爱情 同性 家庭
219,暖暖内含光,8.4,123169,导演: 米歇尔·冈瑞 Michel Gondry   主演: 金·凯瑞 Jim Carrey / 凯特·温.../2004 / 美国 / 剧情 爱情 奇幻
220,麦兜故事,8.5,111433,导演: 袁建滔 Toe Yuen   主演: 李晋纬 / 林海峰 Jan Lamb / 吴君如 Sandra Ng/2001 / 香港 / 剧情 喜剧 动画
221,与狼共舞,8.9,49331,导演: Kevin Costner   主演: Kevin Costner / Mary McDonnell / Graham Greene/1990 / 美国 / 冒险 剧情 西部
222,荒蛮故事,8.7,90953,导演: Damián Szifron   主演: 里卡杜·达林 Ricardo Darín / 艾丽卡·里瓦.../2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪
223,无耻混蛋,8.4,189639,导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M.../2009 / 美国 德国 / 剧情 犯罪
224,夜访吸血鬼,8.3,172594,导演: 尼尔·乔丹 Neil Jordan   主演: 布拉德·皮特 Brad Pitt / 汤姆·克鲁.../1994 / 美国 / 剧情 奇幻 惊悚
225,城市之光,9.2,33071,导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·.../1931 / 美国 / 喜剧 剧情 爱情
226,中央车站,8.7,67858,导演: Walter Salles   主演: Fernanda Montenegro / Marília Pêra / Viní.../1998 / 巴西 法国 / 剧情
227,未麻的部屋,8.7,64270,导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu.../1997 / 日本 / 动画 奇幻 惊悚
228,无敌破坏王,8.7,159929,导演: 瑞奇·莫尔 Rich Moore   主演: 简·林奇 Jane Lynch / 约翰·C·赖利 .../2012 / 美国 / 喜剧 动画 冒险
229,遗愿清单,8.5,102471,导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根.../2007 / 美国 / 冒险 喜剧 剧情
230,偷拐抢骗,8.5,98272,导演: 盖·里奇 Guy Ritchie   主演: 布拉德·皮特 Brad Pitt / 本尼西奥·德.../2000 / 英国 美国 / 喜剧 犯罪
231,罪恶之城,8.4,124851,导演: 弗兰克·米勒 Frank Miller / 罗伯特·罗德里格兹 Robert Rodriguez   .../2005 / 美国 / 动作 犯罪 惊悚
232,大卫·戈尔的一生,8.7,67655,导演: Alan Parker   主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat.../2003 / 美国 德国 英国 / 剧情 犯罪 悬疑
233,国王的演讲,8.3,290394,导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·.../2010 / 英国 澳大利亚 美国 / 剧情 传记 历史
234,血钻,8.5,105769,导演: Edward Zwick   主演: Leonardo DiCaprio / Jennifer Connelly / Djimo.../2006 / 美国 德国 / 剧情 惊悚 冒险
235,荒岛余生,8.4,109544,导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / .../2000 / 美国 / 冒险 剧情
236,月球,8.5,118482,导演: Duncan Jones   主演: Sam Rockwell / Kevin Spacey / Dominique McEll.../2009 / 英国 / 剧情 悬疑 科幻
237,寿司之神,8.8,65399,导演: 大卫·贾柏 David Gelb   主演: 小野二郎  Jiro Ono / 小野祯一 Yoshik.../2011 / 美国 / 纪录片
238,爆裂鼓手,8.6,178054,导演: 达米安·沙泽勒 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /.../2014 / 美国 / 剧情 音乐
239,千钧一发,8.7,64539,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛.../1997 / 美国 / 剧情 科幻
240,我爱你,9.0,43339,导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae.../2011 / 韩国 / 剧情 爱情
241,角斗士,8.4,111512,导演: Ridley Scott   主演: Russell Crowe / Joaquin Phoenix / Connie Nielsen/2000 / 英国 美国 / 剧情 动作 历史 冒险
242,导盲犬小Q,8.4,105368,导演: 崔洋一 Yoichi Sai   主演: 小林薰 / 椎名桔平 / 香川照之/2004 / 日本 / 剧情
243,廊桥遗梦,8.5,79675,导演: Clint Eastwood   主演: Clint Eastwood / Meryl Streep / Annie Corley/1995 / 美国 / 剧情 爱情
244,不一样的天空,8.6,70642,导演: 莱塞·霍尔斯道姆 Lasse Hallström   主演: 约翰尼·德普 Johnny De.../1993 / 美国 / 剧情 爱情 家庭
245,假如爱有天意,8.2,192051,导演: 郭在容 Jae-young Kwak   主演: 孙艺珍 Ye-jin Son / 曹承佑 Seung-woo.../2003 / 韩国 / 剧情 爱情
246,枪火,8.6,77831,导演: 杜琪峰 Johnnie To   主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / .../1999 / 香港 / 剧情 动作 犯罪
247,速度与激情5,8.4,190476,导演: 林诣彬 Justin Lin   主演: 范·迪塞尔 Vin Diesel / 保罗·沃克 Paul .../2011 / 美国 / 动作 犯罪 剧情 惊悚
248,疯狂的石头,8.2,252081,导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin/2006 / 中国大陆 香港 / 喜剧 犯罪
249,我们俩,8.6,64463,导演: 马俪文 Liwen Ma   主演: 宫哲 Zhe Gong / 金雅琴 Yaqin Jin / 罗忠学 .../2005 / 中国大陆 / 剧情
250,跳出我天地,8.7,52538,导演: Stephen Daldry   主演: Jamie Bell / Julie Walters / Gary Lewis/2000 / 英国 法国 / 剧情 儿童 歌舞 家庭
